shopper_id,order_id,item_id
UKPH3,3LL8S,X07XA
3DQU6,FI1FY,QW605
VQLN0,0VT2V,NHLOW
49949,0J3ZK,1ARJY
PZNII,6SXZV,244HY
W8G39,FT02X,0AXED
RHSD1,9ZH4D,PLKT8
LYKT0,96E3A,B2MSL
LYKT0,96E3A,7Y533
LYKT0,96E3A,4CLHB
NJG84,0P1DH,SJL79
8PS1L,OHKRO,5UJS6
PCN8U,3AOEZ,JOTWT
PCN8U,NDKAY,34Z0L
NJ1VR,8SUDF,CV51L
7WK8W,42RYV,QYLFI
YUQSE,PNDTT,E84K7
AR01U,IHS95,F6CLG
QNBDK,CNAZM,4XL4B
53JXE,V6BXU,K6ZST
53JXE,V6BXU,9NO0H
3U2HO,N0W48,XH1WC
LNXLF,8F22P,F1BOA
LNXLF,8F22P,EBURJ
8FPQT,1M8PE,I3DS2
I98W9,4NKP3,633RI
KY1VR,JCNYF,D4UR2
KY1VR,JCNYF,LQ4RM
KY1VR,JCNYF,X7NHF
J02XH,42WEU,XTVPV
J02XH,42WEU,AR2QI
G80XK,OVHF9,AIJ1Z
G80XK,OVHF9,92VAF
G80XK,OVHF9,RIR8B
IJPJZ,9KQRY,6PHGN
708R1,CUJF1,Z76K9
EGXWH,99G3A,7K9PF
HKQJE,F1JOL,UMS1S
6YJBM,CGZ0T,9MYGD
6YJBM,CGZ0T,5LI7W
2UAZO,OCHRT,QDHOW
2UAZO,OCHRT,3VX4U
3S3RA,WZD9N,KORR3
ALLL5,JJN6J,LTUPB
0STVI,E7N2U,W152Q
5GRXX,DH33J,QYABB
CVTAH,6FFPY,MOEJD
Q8VC1,L0N6O,P5K16
Q8VC1,L0N6O,561UX
Q8VC1,L0N6O,4MPJ7
JIKCP,UZ92Q,RQTCS
B9F3A,ITDFG,YYP3X
B9F3A,ITDFG,DYQKP
SZ01Y,JEAYE,WMPLT
SZ01Y,JEAYE,AO4MP
O39S0,GOBYP,3J9Y6
O39S0,GOBYP,CORIO
O39S0,GOBYP,VR0HB
YOMEP,ZJWKF,28NUY
QFT7M,NTCK4,N0YKJ
V3QGW,YX8R8,897IH
V35TG,34217,W0489
V35TG,34217,SJ1SW
UKPH3,C9IDC,DGGOF
UKPH3,C9IDC,ZTK7B
UKPH3,C9IDC,L773T
TSSZD,GTI56,OC1MO
VMW5Z,2SABY,5PHDQ
T6YDW,Q4KTG,CQ7CT
4X86E,5EYXI,AAA2C
Y2A63,WMX4C,2X06B
Y2A63,WMX4C,3LBI6
X4DPG,U3GJ5,BJ3E1
BQHN5,U2JXT,OHE2C
ZHL7U,AFNLE,OFYQ4
ZHL7U,AFNLE,BIU32
ZHL7U,AFNLE,9MTSX
ZHL7U,AFNLE,LNIIX
PJ84C,G5SYU,5QHAA
PJ84C,G5SYU,HNW4Z
PJ84C,G5SYU,36GWS
PJ84C,G5SYU,F3L5K
F6J7E,R4I64,483NC
1P85K,WXH4K,M3I9F
U6JMO,S8MS5,EOPML
VOMZD,UL7GV,ZMZ2Y
AIS2H,R18NU,MIGAK
AIS2H,R18NU,081GQ
AIS2H,R18NU,0J36H
AIS2H,R18NU,2JNMW
AIS2H,R18NU,ANOGO
HR35R,EQZBJ,H7RS2
GIQUG,CA2OC,PCEQH
DRV2O,6EM3M,LYSJ7
708R1,WJIEQ,FNTY0
1ST9R,CFYSL,67CIM
U6JMO,K0TXY,5OABB
6RXFG,WBQGW,3XYL3
MGHFE,36KBL,9YCJE
JWUY2,X85RR,PUIV1
ALLL5,1D75S,7ZM5R
ALLL5,1D75S,MBVD2
ALLL5,1D75S,C300D
FY8SE,QPYG9,7USVK
VQLN0,QE8JX,PDS0I
VQLN0,QE8JX,DD8EX
VQLN0,QE8JX,CG9IL
MBYBH,ADOUQ,UC4ZM
GI9V3,70JPK,JO7QW
GI9V3,70JPK,851BB
GI9V3,70JPK,9GKQT
9RV8N,ZZHNT,WNLC9
3CMJ3,6BTZ1,JK7LR
3CMJ3,6BTZ1,H8853
3CMJ3,6BTZ1,RSS32
3CMJ3,6BTZ1,G8K1V
RF1QJ,I3VXR,6IH1S
E27EG,L7GYO,8LI4K
S7FBO,KU1VI,32DLK
4GXAV,FLG84,MC8P1
DJ9Q8,SPSYB,3TWM8
3KPKZ,TUIA3,JA4TD
YOMEP,67V6Q,8EYEW
FAXWJ,85R4Z,9H7M4
23DVK,MEN9F,G045Y
23DVK,MEN9F,AAF5R
XQ4LX,35C77,8YHOE
IVAK8,DAOEX,95ASN
8I9NF,9NHUW,VNTNB
L85SI,0HWIP,YRDHL
ARGSG,48UZ4,84E4K
ARGSG,48UZ4,XORT5
ARGSG,48UZ4,N584A
ARGSG,48UZ4,IZAH1
ARGSG,48UZ4,2URDC
9M2CI,GT2W9,JPZA1
TYKGO,HRB7D,Y7BI7
K3UZB,MXAJ7,MWB55
TXQUR,IXS32,0WF4C
6WO13,NFR4L,6B5DX
K85P4,TMP4N,BW7Q5
U2ES0,ANKKK,0DRTG
U2ES0,ANKKK,1PIY9
P4QJF,BPM38,QXXSA
P4QJF,BPM38,4MPZE
V4O3W,5GV6G,X6W8J
Y2A63,ACB14,JBD6G
Y2A63,ACB14,HRXKN
QFT7M,ES8CC,EJ15X
0GW2Q,U09F6,A65XF
TUF4I,6DVXU,XYH9F
QKT9C,ZJZHN,N9G94
QKT9C,ZJZHN,FI1BC
XD7BS,E7650,4DZJ1
S8FF2,KL3GN,9BYKJ
S8FF2,KL3GN,12GGW
XGIEZ,8T2YE,LIN15
XGIEZ,8T2YE,SOYWH
MDGBZ,588PY,DS4FJ
MDGBZ,588PY,PY2FN
CS6IM,RZ4Q6,HFAQ1
CS6IM,RZ4Q6,1VVYH
M73C3,NJ47J,DGLZQ
M73C3,NJ47J,NME1D
Z6X8K,04OPR,ITFUW
Z6X8K,04OPR,IWQGY
V4O3W,MU72N,OG66P
V4O3W,MU72N,QNYTE
MX4YW,RN04A,W74JN
MX4YW,RN04A,ECOWJ
GJ1P8,2X2DX,BELE1
NR6CU,TQMHG,0O368
8I9NF,KZ0G5,2SA0X
8I9NF,KZ0G5,AAEZU
8I9NF,KZ0G5,46G09
X1IIA,STZ8A,IANIX
X1IIA,STZ8A,YK8QT
67LDL,SRYKF,M1RYD
KXAQM,DTIDY,1GH3X
7BDBG,3FJQE,RAZDU
AISUN,HSDTQ,VYDL3
VOMZD,G2AGY,0SSE4
XJUVO,027GQ,W4PLL
I1HIF,EYFLU,01NIV
FR96M,9E7VZ,J68EQ
FR96M,9E7VZ,L10LG
FR96M,9E7VZ,VHEGH
V4O3W,D0FWY,Z00QS
FAXWJ,9QMA6,FE2OW
FAXWJ,9QMA6,O7AW4
FAXWJ,9QMA6,WT5MW
FAXWJ,9QMA6,EYHBU
XUCY4,09L64,OIQ2K
YDLFY,41GL2,91KL2
YDLFY,41GL2,7GBPQ
YDLFY,41GL2,CB35N
7E1JE,5U267,MEHM8
W90RP,Q8LYQ,9D032
C2MTX,2EE9A,V9A68
C2MTX,2EE9A,SF8GF
C2MTX,2EE9A,1PYI8
V6PGR,0LCXB,O6DRW
V6PGR,0LCXB,NH1R0
V6PGR,0LCXB,A700A
W3LVC,NL3V0,9XN7A
W3LVC,NL3V0,SA71C
J02XH,BJ6JQ,N51BA
R9YLM,008UL,BDB5O
J4B39,V6HHP,UW198
J6W0N,4NORW,NELDL
YFB2P,4B9RN,NM4VU
PUNDM,948TB,M7PC7
4L1F3,CJAEZ,YJYGK
FQFAD,FNIM2,FPXS8
FQFAD,FNIM2,QB9YI
KI7S1,UBMGE,HV83U
FGHGJ,PE67Q,OPCDG
FGHGJ,PE67Q,BL6T1
OTHL0,81NVG,6SQES
VIUXI,KJPCQ,RLZA8
BGLPL,S3A2B,WA84V
BGLPL,S3A2B,G1BMU
PYWOH,63KE6,Z3RYN
UMA79,SF7MP,AYXTZ
1DZEO,KOO81,31FXM
8SJGW,K03NT,978MO
8SJGW,K03NT,5EI8Z
8SJGW,9KITM,2EOFN
8SJGW,9KITM,J4F6R
8SJGW,9KITM,BUWTN
W697R,5QJ7D,1NX8Z
W697R,5QJ7D,Z8MB8
W697R,5QJ7D,4VLKB
W697R,5QJ7D,82EYB
SFJ0R,WF6DT,C5F4S
FQRAJ,PRHB5,QHBUL
EIGF6,ML2H9,T3J8X
B64DW,XJM3Z,B4UXS
9KTIK,N2GRU,DNYUD
9KTIK,N2GRU,YZZVN
29I41,BDK07,DMBAD
29I41,BDK07,QA8NN
QQQBA,0SWF4,CPQ68
BMY67,9B7U1,GMYX7
KYDVM,ACAU6,C9Y0R
FDB35,028U7,4MU21
RSCP9,FNKSZ,PUDSM
1UJX9,QNE78,SCEYN
1UJX9,QNE78,MEWEZ
53JXE,OLVZO,F8Q4O
53JXE,OLVZO,R3PQJ
55RP5,AF1K7,7WSWO
55RP5,AF1K7,LKMAK
55RP5,AF1K7,Z40P5
MLKMR,7KYC4,5IT5Z
OTJ8K,3YBA8,V2UOT
1TMXQ,HC0OR,8HROV
1TMXQ,HC0OR,5UZQD
HR35R,L8Y09,4P6KW
HR35R,L8Y09,BOXCY
HR35R,L8Y09,4GCWV
E42JX,O1IZX,CPTMK
E42JX,O1IZX,EU4O8
9TPRV,79YYX,Q7QZV
0GW2Q,WA2U5,RUP78
3U2HO,BUJ53,DPCW8
2Y183,47BV4,WXE16
2Y183,47BV4,0FHCK
2Y183,47BV4,GNV36
PLP53,0P8M1,62IS4
V7XH3,RIPBT,E8KUR
T6YDW,CP7WG,43GVY
DMR7G,OGFEM,S452Z
DMR7G,OGFEM,CW7RY
RL94X,BZOA6,WM8CS
RL94X,BZOA6,OYM0E
W4CSS,PBTO2,GPX6G
7XD84,8XNB3,WXEH6
LDP2V,HEO2W,1HCW3
FJ8S4,DUJ8D,IFMMX
5HHJ1,VE7RJ,8OEKY
18CPE,81YF6,J2HUX
WEHL2,M1RFH,YUVFT
13W4B,A9SGC,X5EFK
13W4B,A9SGC,SH3UO
PMM8W,Q50VU,1ZQBB
7POXW,23SVM,CQ1QS
RL94X,Z95FK,IA2VS
RL94X,Z95FK,43WDL
RL94X,Z95FK,YCU1A
QXM28,VVT9N,PZEJG
9N633,GFDAX,Q81U4
9N633,GFDAX,4NWUU
2G9J9,WOVS7,5NROB
KKB92,PINA4,BMBZK
PNM5I,988YJ,PAKNV
9M2CI,KN1KH,1STC3
TTGZ0,36JTV,8ML87
TTGZ0,36JTV,XAKD3
KYDVM,CPWDI,SA35K
04H5M,KB6JW,C9H3V
0P5W0,LC3RL,XOX95
0EZZX,KQSMH,ENOH9
0EZZX,KQSMH,PGM6Z
0EZZX,KQSMH,NC3IW
TTGHF,3Z8M6,BO1N2
TTGHF,3Z8M6,YMZPT
8XTJ3,HE2G9,PT65G
8XTJ3,HE2G9,EHYLD
74XYN,C6ANK,WOYV2
1RBTZ,VP7J4,LC752
HC5BE,NLCSP,3027N
V3QGW,2PAM0,7OHT9
V3QGW,2PAM0,8BF1C
SM9YZ,3S6V5,Q13W9
SM9YZ,3S6V5,T7LPE
KMD2W,LC2YJ,YX9IK
P1S6R,6GS3T,6D00D
9TPRV,BSHJG,0220R
9TPRV,BSHJG,CSB04
9TPRV,BSHJG,S5O7M
5K4EO,1EQZ2,37YOH
IB3BY,F7UUH,XQ6IH
ALLL5,N3TMQ,Y74K8
5IIYT,08RC7,AWRYP
6OBS4,A29NJ,SIHCD
GSWLM,583C8,3AZ2G
TCIB2,4O7U8,RKXSC
QPU8U,UJA70,CA59Z
YZNCV,Q1Z9U,IP8BU
ZTMRS,CS97C,OKEQU
UAE5X,2UJJD,4RJG0
UAE5X,2UJJD,CS28Y
UAE5X,2UJJD,FC7QV
6CZ88,63DAU,Q3PTY
13W4B,WKQWY,PKITQ
J0O6A,9LKUZ,67VDG
GS65P,3NHI4,S7FVQ
GS65P,3NHI4,WW4P8
GS65P,3NHI4,77LDT
0EZZX,1A27M,ANI58
0EZZX,1A27M,J7GEI
P2D9W,IUOKC,8YXLD
A9FZY,NGUF3,LU1YM
ZX4MJ,X9BQG,0NDMD
4IT2L,BGPBC,XOJQL
4MJHN,T2B9J,QZ9OI
OKNGF,8R3GV,744SQ
OKNGF,8R3GV,YNF51
WTJMD,DHYEO,MBDIE
WTJMD,DHYEO,AYE92
OMW9W,NT94U,1JSCP
2PUAK,DA42Y,L2RNI
2PUAK,DA42Y,CUSZE
2PUAK,DA42Y,A6I4Y
2PUAK,DA42Y,7A3TL
2PUAK,DA42Y,CHXCL
2PUAK,DA42Y,EBDJO
2PUAK,DA42Y,MY9LO
2PUAK,DA42Y,Q0SB7
EYJ2E,LHTII,89L9Z
EYJ2E,LHTII,XCBR7
EYJ2E,LHTII,RAYJX
BGLPL,GW9RX,W1GLQ
BGLPL,GW9RX,8RCEU
9CS1N,FYRU9,J4UYW
9CS1N,FYRU9,63I1Z
9CS1N,FYRU9,5IU97
KRLJ1,H4C7D,4VVRN
KRLJ1,H4C7D,0P23I
KGGZ6,EU9PI,6Y7R5
KGGZ6,EU9PI,LXVHH
A9FZY,ZC98W,LKUKT
2G3DE,BFTW7,8UL2P
6RXFG,YKP9F,YP0EV
YNMFG,Z221I,7DUI9
YNMFG,Z221I,1IJGS
GA7ND,T5ZIR,0X36A
JXM68,BAZSE,AGLJK
JXM68,BAZSE,X93WV
VDCQO,OJG6Z,UOEEW
JQIC0,D4377,5WL8V
QWWXZ,PV89L,RY94P
WQVIQ,IMKUV,VVHH5
58JA4,6O917,7JPXU
18CPE,09KF5,SQCOC
FOC3C,C2DB3,LYIR3
R5Z9M,LASU9,DLW8P
R5Z9M,LASU9,0UBIF
QCU4H,B0FM6,B0Y3B
NL2AE,M3NUF,BEBJ3
NL2AE,M3NUF,Q8IPO
PYWOH,2YAEG,3BKC5
IVCLP,2RF97,KATDC
Z6X8K,XH5L1,VGE8M
QPU8U,7OYI9,1XKTY
NR6CU,85UNW,M1CBG
NR6CU,85UNW,M4FD8
NR6CU,85UNW,JEKKJ
VOMZD,1PXDZ,XJYFN
T6YDW,D5LXD,W3DE0
T6YDW,D5LXD,6NHFR
QBG8L,ZY4YO,29CWQ
QBG8L,ZY4YO,X4VEV
V26OY,O94MP,SDUFX
V26OY,O94MP,ZEUVO
V26OY,O94MP,D1RH5
GS65P,G8QM2,QZ68S
GS65P,G8QM2,T7V46
S8FF2,UQOIA,RX2VS
708R1,5W9M2,TMKK4
TYKGO,42EAS,QP589
TYKGO,42EAS,7SCDO
GIQUG,O4CZO,30EDW
XCOZ6,C2ZA2,IK72A
XCOZ6,C2ZA2,TYQ6N
P1S6R,WH7GS,50Q12
J4V73,VL731,WQWB8
J4V73,VL731,AI5Y4
CHAIU,S77OE,RBSE4
2DAER,J7197,Z23B3
0IBLC,GZ209,9AF0U
UERUY,V4JKK,P4MFG
28VDN,IZPH6,62L5R
IVAK8,1JZD6,WAGOQ
IVAK8,1JZD6,R1SR4
IVAK8,1JZD6,ZL4W9
DVVFS,67BZP,O3TN8
PLP53,D0UIC,FMKR2
3E6EG,EABSQ,K97LT
8PE3A,OKIEU,TO2MK
FJ8S4,6NTNF,0PHO4
YZNCV,LKFYA,MFZTB
YZNCV,LKFYA,C80OB
YZNCV,LKFYA,2KXN2
WQUY3,7IELR,HQARL
WQUY3,7IELR,JHSNY
WQUY3,7IELR,2PLEB
WQUY3,7IELR,JJ46L
KY1VR,GF2SK,9C3T0
KY1VR,GF2SK,K22OE
KEE02,0V74R,A8C81
KEE02,0V74R,XVX5I
KEE02,0V74R,2WCJL
KEE02,0V74R,YOA5T
KEE02,0V74R,3GTMF
U9CJS,99JCP,WS2FJ
P7GNB,TW3V4,TIC5S
P7GNB,TW3V4,MS4CP
53JXE,TOREC,7QDHO
53JXE,TOREC,LCLJI
E42JX,KVAZ2,AC18L
1QK4D,GXFFA,E2E06
5WURH,8DLV9,MA1WK
E7ZIX,JT6D8,GGM38
E7ZIX,JT6D8,2HXFS
E7ZIX,JT6D8,LVQ87
L9T2C,FS0EH,CLKFH
L9T2C,FS0EH,JOYUE
5XRCJ,34Z1J,6KRZL
YHDT3,M44RG,U7CGW
PM7HN,A95LE,T7A6I
JLVC3,TQB0L,49AGA
B1ZPP,PWT7C,HI5ED
B1ZPP,PWT7C,7EHET
D4ZJJ,ZTAMM,U57VD
D4ZJJ,ZTAMM,K63GO
UKPH3,LJ2KI,U975G
XUCY4,MKFFG,WNZ4Q
C2MTX,HN65U,3D0RK
20XA0,KWI4L,Y6MA2
9YE3S,PZO6T,MLCLZ
9YE3S,PZO6T,628M2
QI0NH,MOD47,NJ7M0
QI0NH,MOD47,D8829
AR01U,YC88D,4IP9Y
W3LVC,2TEOY,COX0A
W3LVC,2TEOY,6H279
CHAIU,89V18,4MGZ2
1IVOT,9A9QA,F8DGQ
KIGAN,DL4NS,L2F70
U1G0V,ZP8A2,R5XJC
1SXKW,YAREU,QX0KE
O17EK,5QRLF,6VAPC
KY1VR,A00L1,0CBTN
8I2TB,TM4S1,JBZPA
S3DHH,TUWZX,88JKJ
2UAZO,JCHYX,VQ36O
2UAZO,JCHYX,UFQFC
A24B0,SLRV5,WZQJO
X8M8Q,8GIB0,QY6L7
MK7BI,TPOBA,6NE2G
MK7BI,TPOBA,BY022
MK7BI,TPOBA,9KCDI
3PNJ8,MJG7Z,K3BGF
R47CP,HK6FA,CZSIZ
9XKV3,0TF8V,ZL27C
9VY80,KNEER,UO49M
VQLN0,Z4R3Q,AKDWL
1TMXQ,CJOLP,T7NMX
1TMXQ,CJOLP,B1099
A0M32,HUD1W,PYY1J
3PNJ8,6AOQY,KGZKZ
EVM16,VW9G5,KRMU5
JAWDY,R4U62,IK0VP
JAWDY,R4U62,V01KG
JAWDY,R4U62,2Z6U2
JAWDY,R4U62,MPC0V
TXQUR,8RVXX,JXGZY
MLKMR,WKFZT,L7WTS
8O0WG,TUC30,BEJFM
8O0WG,TUC30,CFCLZ
SMBS5,W4NNO,WCG38
PETYC,S2W70,F8QQ3
0CKPE,ZVIPB,FG10A
J0O6A,3K5CE,G1MIO
59IDX,H0X1A,8YOOL
8FZE6,R2XUI,AIAUU
D9EVU,JV5HV,305GF
ZN6KL,0WNA0,I1KUX
FGYNW,6QHIO,5RP12
IJPJZ,B07WS,HEOP4
4USTZ,7ODYS,5ZCJR
NJ1VR,C92GX,Y504Z
AISUN,UWJFU,GNUS6
X1IIA,FGZBX,M7G9K
X1IIA,FGZBX,AGDCO
ZN6KL,9D8SA,LT2B5
ZN6KL,9D8SA,VAM00
ZICPK,7J960,XT9LN
ZICPK,7J960,0EJFV
BQHN5,U6SP8,AFU3D
BQHN5,U6SP8,LERSJ
LDCXZ,7VXK5,LXAKO
LDCXZ,7VXK5,ZP8JC
CHDSM,PDPYB,NY37A
EGXWH,S9UIR,1AABZ
Y2A63,3OZVR,6MN6O
ZNA5V,O3FF1,QI6U3
VLZPH,7Z4L5,L7SGQ
53TW2,N0RIA,E4U2J
00WNZ,ZAEVV,7FQHD
3CQPI,044KO,K0DXB
3CQPI,044KO,MYQMI
8VJJL,JL1HQ,OCRWW
OLLXJ,Z4T4Z,WXOZ6
OLLXJ,Z4T4Z,OGEXZ
MKTEZ,NWNK3,5EVQI
ED0SR,F9DYT,4AVVL
BCIXC,N9OO3,3Y12L
BCIXC,N9OO3,IMZNK
NJ1VR,UUOAP,UYYFU
0XWSS,ZXDX3,1JOZ2
PETYC,TZCXK,DK26K
PETYC,TZCXK,5GEC2
GIIMF,VETIT,4HXKR
DVVFS,BXR9Y,MP6L0
W90RP,9L6XD,GRJEU
Y8JU3,C4HA2,1RDE6
U3YPO,0TCIU,I5XNC
YSKJW,A77U7,26FC2
D9EVU,F7VG4,L1Q0S
QNBDK,AN5YV,VS8IT
QNBDK,AN5YV,R7W4G
QNBDK,AN5YV,N3W1B
37JFY,QNC6V,FFSTF
1MMMT,R0MBQ,37UU7
EVM16,5YTCA,V2M23
EVM16,5YTCA,EABH5
MX4YW,JTIJG,ZQIBV
QXM28,PLD1Z,03L6P
Y2A63,H5YNX,1635Z
K6DF8,FC5EO,V747C
T6YDW,QE4LT,HVHW1
NM40A,XUGJ4,346E4
NM40A,XUGJ4,DF4NW
D6WUG,0HP0C,I6T5G
FXX0B,SZ4OZ,AQQM2
4GXAV,YER8O,LFJQ0
4GXAV,YER8O,KU0K1
KIGAN,EM18Q,YJA74
0KXUL,AU2I8,4MEJP
0KXUL,AU2I8,6LTM6
0KXUL,AU2I8,UWGAE
0KXUL,AU2I8,2FDR0
0KXUL,AU2I8,7XJAH
J4V73,6J81B,0TRGB
IVAK8,YNLYC,3YXWX
IVAK8,YNLYC,F63VD
04H5M,QUWFR,TYT8G
XYOAS,KCES3,4OYXH
XYOAS,KCES3,1UILA
XYOAS,KCES3,GMFZO
H6WH9,7WLGM,1W4JF
C2MTX,158E3,9WUGA
YBWM7,5NCBP,79B5H
UKPH3,7QCGI,A61C2
UKPH3,7QCGI,Z0T8E
PR0B4,QOS5D,NX5HR
V2A0I,8PTSZ,M0KAW
V2A0I,8PTSZ,GA7AQ
V2A0I,8PTSZ,E10UY
V2A0I,8PTSZ,L6K3X
YNMFG,LH5RY,QQ6PA
AIS2H,VC5EU,VU4PO
AIS2H,VC5EU,OBGL4
R47CP,HRK3N,N8K3D
P5KWL,N3AGZ,TGZAW
P5KWL,N3AGZ,EYC22
QU4A9,KR2WF,FDGI4
ZN6KL,L4MP3,0UMZ4
R47CP,70O5B,MP4HM
TXQUR,6O6ZV,DAGWU
TXQUR,6O6ZV,188AA
WYX1E,6OJF2,XYTUC
WYX1E,6OJF2,U973L
ZMABB,596V7,IVIIH
A4BR3,336BF,42QOP
EVM6I,7GQ7X,W6WSS
SZ01Y,MUGEX,U2866
SZ01Y,MUGEX,XEEP4
SZ01Y,MUGEX,OVWFP
TUF4I,ENGUR,KBS6T
FR96M,58V8Q,1JU1X
Y2A63,R5CWQ,H0RQJ
SNZVZ,L6Z3B,PFLJC
SNZVZ,L6Z3B,53SKV
RFPMM,GBLJC,AZOY8
01D4U,EKVXX,IH2MJ
KIBGR,5N4ED,OKQLN
8O0WG,SMDYI,RZI4U
ZZUG5,365L6,6JE57
5HHJ1,2RNVK,WEUFU
WYMU6,4QC4J,AQZFP
UMA79,4ZSIP,JGGIW
UMA79,4ZSIP,VH8Z8
LWN92,IN1H3,4W8GX
MX4YW,I2G8K,5AU7H
9M2CI,W2R6H,RAA94
9M2CI,W2R6H,RWCL1
YUFGV,WJ81B,WJVZL
JQ5R4,B7BWT,5RKGI
L9T2C,4CZFW,BJM02
XW63S,VBIDP,G259E
708R1,B3RNM,TGMJD
31BAD,T5C4A,SXL1J
KIBGR,XDHX6,CW236
ZTMRS,FMQFA,S8WRO
GA48D,NA2LT,L83UC
PUNDM,ZTY7J,7SWRC
PUNDM,ZTY7J,M6DLD
PUNDM,ZTY7J,VXX4X
B9F3A,CM6YB,CAPXW
BECT8,5PXWK,2E01O
6CZ88,JXBYJ,CLJLS
Z6X8K,2YUJ8,V1M54
FF0UF,ED72V,A99F6
STJPU,3NLAO,ZO4OB
RA2FG,VUTCY,CWMDP
RA2FG,VUTCY,HHU9W
V3QGW,IHEEU,MUPIZ
103IX,PAUW8,1NVI0
103IX,PAUW8,7LRTZ
QMMWD,WEVQS,HH404
QMMWD,WEVQS,8C29K
6GC3S,ESLMG,VSHYG
BQMU0,HC4O5,2OPYK
JAWDY,I7R63,TWL6B
F7RX6,47CJ6,5DY1M
F7RX6,47CJ6,9N9DJ
GI9V3,B17TU,865EX
74XYN,87J33,PXUB0
PLP53,IWJKL,666YH
KY1VR,J9YWQ,IWQKZ
TTGZ0,CSTJJ,EIL37
TTGZ0,CSTJJ,D4JTU
DSV00,LJQ68,LTNQY
ALLL5,PBF6C,8KHNQ
ALLL5,PBF6C,ASE4Z
ALLL5,PBF6C,KWYE1
6GC3S,343MM,E7SJ2
SRIKT,VLMFI,NNLAT
SRIKT,VLMFI,EZKQG
L85SI,T743L,RQVM4
L85SI,T743L,JU8U0
8FZE6,RA08P,9YJK1
JM7HO,C5157,6W8AB
HQICW,H4VO1,JAL8Z
9M2CI,H3MKK,T9FKW
CYNR7,ZFHXT,LZ6T2
CYNR7,ZFHXT,MCYJR
5WURH,JO4CR,N3OTV
5WURH,JO4CR,0CWJQ
5WURH,JO4CR,PDSW2
HQICW,VF4XM,JZM3Y
M73C3,STZJU,07780
DHT4W,JU340,QDVYW
9M2CI,D3VRM,3YY04
XRCX9,L7ICZ,K0ZWY
XRCX9,L7ICZ,JKGN9
XRCX9,L7ICZ,X1P57
XRCX9,L7ICZ,8M406
XRCX9,L7ICZ,EJ8AD
BCS4T,NAOTI,ELTKW
LWJZW,H96MY,P4W6U
LWJZW,H96MY,QW6W6
QEEUO,RSHVG,NENVW
QEEUO,RSHVG,OW0V3
FF0UF,J943N,3YU9O
FF0UF,J943N,PIRXC
FF0UF,J943N,S8BC8
6XW8M,S42T5,F8U1Y
2G9J9,K3VAJ,LK17B
L85SI,7P4VF,Q0105
L85SI,7P4VF,KVUNT
KB3CZ,8WMI9,CEAHF
KB3CZ,8WMI9,9G21Y
34DA5,HL1N9,1J3PI
34DA5,HL1N9,OMK2B
0XWSS,5617X,29ZOV
6U497,LQBE2,X4VLS
6U497,LQBE2,64Q1G
LPT1R,4F4VS,5JP4Y
K4W5W,YMCYV,DCQ2M
WMURN,ZIVIU,X06L5
T7F8L,2TSXG,VWFUO
T7F8L,2TSXG,NZ3XN
6U497,33XG6,93WE5
1UJX9,XQR8F,NK6W8
ZN6KL,XMJLJ,LJIXR
ZN6KL,XMJLJ,YBTHL
ZN6KL,XMJLJ,7YLCN
5IIYT,WKAOH,C2X0Q
MH6XI,G2EN5,ZHWY6
JXM68,ONS66,2YO2E
JXM68,ONS66,VTV19
JZ15D,GRZV6,EWIEW
C3IED,2DUWD,6QRT3
4RQZU,84WEL,65312
YSQEO,6NKCO,0Z878
YSQEO,6NKCO,TV61J
YSQEO,6NKCO,1REBC
OO7GR,FOO82,8E9DZ
OO7GR,FOO82,GLM3L
Q8VC1,9T7UN,G0KDH
YUFGV,LRO39,JFR72
D53L3,GSD5E,XDIE2
D53L3,GSD5E,CW1PR
D53L3,GSD5E,1OXMG
D53L3,GSD5E,AV4GT
345P5,IL1PP,880CK
V3IKV,L1IM2,VWYOI
1SXKW,W77SN,SYA9J
00JYL,IQFIL,OPNLI
00JYL,IQFIL,UEISI
00JYL,IQFIL,BF6XL
80RYL,SJB6S,G7684
KIBGR,RDLUQ,OLD2O
0GW2Q,WEMXW,YK6FB
97OQ0,BIYG5,VZUED
GUK5T,WEQLP,LTLLG
PJ84C,YWYOM,DQFS5
39NDD,ZS07R,KTRCS
39NDD,ZS07R,B32ET
Y4QGH,LIF3Q,BSY4U
8I2TB,OT4GQ,PVVN8
1FE9M,AXHK6,MDC6Y
AF94P,D3EG8,STWJW
AF94P,D3EG8,Y6FFV
AF94P,D3EG8,ZS0EK
8O0WG,ZBK1Y,HPEKI
RFPMM,71YUD,ZRV6D
RFPMM,71YUD,XOVYU
N19D8,UE7H4,UJBJ3
N19D8,UE7H4,95CLF
MRCZZ,Q1J89,VWPRC
PJ84C,IUGZ6,6BI5K
PJ84C,IUGZ6,63SW1
KIGAN,KOBN7,6AGZC
KIGAN,KOBN7,8OMEI
KIGAN,KOBN7,D98CZ
Y4L3G,D23I6,OA0EB
Y4L3G,D23I6,LVKC1
3MODL,T29DT,114XE
8O0WG,PS9OU,CWFFI
8O0WG,PS9OU,BPHBO
6OBS4,RA65A,KQB4T
E42JX,CL7IF,1M2WF
DVVFS,5A1W0,GMWPV
3CI1F,DCSE6,9KK8T
3CI1F,DCSE6,OAYNA
D6WUG,FQGNA,NGBSU
3HXMS,4A9KE,JGV3V
CATKZ,R9B37,VR43I
