order_id,total_price,time_placed,pickup_time,customer_id,shopper_id,state,license_plate,store_id,time_fulfilled
OL13L,33.67,2018-04-26 03:54:27,,GK832,ECOXA,MS,UDQ-7248,3II5S,2018-04-26 10:27:09
XRG4K,67.80,2018-04-26 10:01:08,2018-04-26 15:45:48,546EJ,3729Q,CA,MLJ 966,YLPSD,2018-04-26 17:10:02
BADG6,5.94,2018-04-26 13:57:51,2018-04-26 14:22:34,OMVG8,KKB92,IL,469 HGX,A7ZNF,2018-04-26 17:07:27
I4069,37.68,2018-04-27 06:56:34,,Q9A05,HMAL6,CA,168 QLU,CTAQ0,2018-04-27 13:22:03
M3BYT,11.36,2018-04-27 18:22:08,2018-04-27 22:41:52,474G2,EC1CB,CA,0-0147J,SQOXK,2018-04-28 02:50:23
BUUFC,45.98,2018-04-28 00:21:15,2018-04-28 01:10:51,K119F,TUF4I,ND,9IME 75,WBLFY,2018-04-28 01:45:11
CKHTV,42.80,2018-04-28 09:41:35,2018-04-28 12:28:22,FSSXT,59IDX,RI,072-PLJ,2TM62,2018-04-28 14:15:04
AXIL9,7.46,2018-04-28 17:47:58,2018-04-28 19:33:49,YEG5I,TUF4I,TN,ESK 988,WBLFY,2018-04-29 00:03:46
QEM38,45.55,2018-04-28 18:27:18,,ZA9IQ,DHT4W,CA,KL4 1449,E0HTC,2018-04-29 01:54:20
YJSSK,25.91,2018-04-28 20:40:19,,723LL,5MYL2,CA,SMV 6677,7IEJT,2018-04-29 02:17:44
2QHZU,8.55,2018-04-29 00:04:10,,1I35T,AVLMD,CA,344968,BNDY3,2018-04-29 06:41:50
B4AED,97.81,2018-04-29 05:16:55,,7SNQY,GO7CC,CA,908-EMC,VCL23,2018-04-29 09:01:22
DWISY,21.75,2018-04-29 10:29:47,2018-04-29 10:40:38,4SEDM,23DVK,CA,TC-4703,0OENH,2018-04-29 11:16:23
AYKMH,57.06,2018-04-29 13:29:10,2018-04-29 13:40:08,TP9AI,5WURH,DC,974-XVZ,8J54U,2018-04-29 14:10:56
P7GE0,89.79,2018-04-29 15:47:06,2018-04-29 18:08:42,FW4FG,04H5M,IN,1JR0799,H6IY1,2018-04-29 22:21:39
OFR93,13.20,2018-04-29 16:17:33,2018-04-29 22:02:15,9298L,C7X9T,MD,243-DGZ,NT8S6,2018-04-29 23:41:55
PW94S,52.60,2018-04-30 00:25:20,2018-04-30 06:02:52,JC6HH,4CD2W,CA,95-7659Z,CQTM4,2018-04-30 10:35:29
BT8RS,40.59,2018-04-30 03:51:30,,FGBRE,ZZUG5,CA,8Z 7P3GRZ,SEAXT,2018-04-30 09:24:23
CMZF2,14.22,2018-04-30 05:37:41,,PRIFU,74XYN,FL,ANZ-6086,0HKZ3,2018-04-30 07:47:33
ANWQC,122.53,2018-04-30 11:17:46,,NF64B,ZTMRS,CA,Q44-WVO,7NOQY,2018-04-30 14:38:51
SZ8PZ,63.40,2018-04-30 16:18:50,,83CDB,D9XPV,MO,459 EAF,OL2N6,2018-04-30 20:48:57
OUNWM,43.96,2018-04-30 18:29:02,,12JQD,J6W0N,VT,T34 2NC,HI9JV,2018-04-30 23:24:06
BKBRZ,14.68,2018-05-01 03:11:46,,F8HFE,QA55Z,GA,HGZ P65,FWJY6,2018-05-01 09:02:55
2NBQY,69.57,2018-05-01 13:26:11,,TQU0V,YUQSE,NJ,8BE H23,6DT5L,2018-05-01 21:56:09
QMOTD,4.64,2018-05-02 16:12:33,,EDX55,IIN44,MI,CAU9196,O8P7C,2018-05-02 17:09:57
K24SY,4.95,2018-05-02 20:52:14,,RUVRX,2KFTE,CA,7K Z6831,FK2B5,2018-05-03 03:21:18
B41F7,5.09,2018-05-03 00:16:38,2018-05-03 02:28:45,YHX9I,NQ84J,CA,7EKD463,D3O18,2018-05-03 03:15:17
AMTY4,10.28,2018-05-03 03:27:03,,RRT5Y,D4ZJJ,CA,SCB 895,I5OZH,2018-05-03 11:29:53
5KGND,68.19,2018-05-03 09:46:05,,6GC3S,FAXWJ,IA,OXV-0523,4AOVR,2018-05-03 12:48:10
62PNI,3.96,2018-05-03 20:16:48,,NSY4O,LI1MW,CA,NLL 797,4SRHC,2018-05-03 23:43:48
KHWUB,24.97,2018-05-03 22:26:50,2018-05-03 23:24:59,WJKQE,VLZPH,CA,138 ILG,OK01O,2018-05-04 05:08:59
VJPAS,132.24,2018-05-05 05:32:01,,WARA6,ZTMRS,IL,LJV-2320,7NOQY,2018-05-05 10:46:41
RBNBP,6.08,2018-05-05 08:05:34,2018-05-05 09:19:50,0KKNU,FIVIA,NH,QDY6099,BHDBX,2018-05-05 13:42:52
TPTQ6,73.71,2018-05-05 09:57:12,,EIYQ8,1IVOT,CA,3U731,I70TD,2018-05-05 15:49:18
3SYD5,4.95,2018-05-05 14:08:53,,UB1BJ,FDB35,AR,109-IMV,EHN88,2018-05-05 20:24:59
UI9JJ,20.82,2018-05-05 14:43:14,,ZJ1L9,E27EG,MS,HT 8006,CAX0E,2018-05-05 20:01:40
KLQYG,10.10,2018-05-05 14:45:56,,IANX5,OTJ8K,CA,WIR 715,2AKCB,2018-05-05 17:55:10
VQ1WR,27.81,2018-05-06 02:12:39,,5TMQR,AF94P,CA,YL 19518,I4R4M,2018-05-06 07:54:44
TG8Z9,33.12,2018-05-06 09:46:49,,Q7OEE,K119F,CA,65A 5808,F0ERJ,2018-05-06 11:44:14
CKHXP,54.81,2018-05-06 12:00:50,,G2E3G,JXM68,CA,MCG 463,WCD8M,2018-05-06 22:54:39
H9GD5,1.35,2018-05-06 19:40:19,,25XGP,KYDVM,IL,4-2011Q,DZ3S4,2018-05-07 04:29:50
GOFFP,22.68,2018-05-07 01:22:23,2018-05-07 01:32:58,FW9QQ,OBK9B,AK,2-1733F,NYD1F,2018-05-07 07:14:32
EGADR,5.08,2018-05-07 04:10:36,,3GWDD,E98WB,WI,KIN 766,P4RIP,2018-05-07 10:47:59
68DTT,127.50,2018-05-07 19:16:18,,MA61P,9CS1N,CA,GRP-4000,KPWY0,2018-05-07 20:46:49
JXKJ7,74.29,2018-05-08 01:08:26,,7XSZH,BCS4T,CA,70-2599P,WQL1A,2018-05-08 04:56:33
HFU9Y,76.75,2018-05-08 01:22:35,,OGM62,BRACZ,CA,8V X0772,6I2R7,2018-05-08 07:58:50
P3KVW,91.60,2018-05-08 06:54:16,,M26UD,QXM28,CA,74-U963,VDV4X,2018-05-08 14:34:54
TQX73,122.00,2018-05-08 09:45:11,,DU5GM,IZ7H1,CA,44-I681,CGNL1,2018-05-08 16:37:53
PM8N0,4.08,2018-05-08 11:53:27,2018-05-08 17:18:01,PFQSS,872ZA,IL,XYU-7003,G6TQY,2018-05-08 21:06:23
HSXSD,47.46,2018-05-09 06:51:15,2018-05-09 10:24:31,75CLD,R5Z9M,CA,4Y 0916Z,3HM75,2018-05-09 12:14:59
HKMKX,118.17,2018-05-09 09:05:12,,EAXNR,ALLL5,WY,31J 5518,I9XF9,2018-05-09 15:20:21
RMLWG,13.26,2018-05-09 11:23:18,,TRAN0,LWBDM,CA,6-42218,74JM7,2018-05-09 16:39:38
ERKIE,2.61,2018-05-09 14:53:15,,2GXJ7,J6W0N,CA,800STN,HI9JV,2018-05-09 20:46:35
0IHSS,114.18,2018-05-10 07:56:39,2018-05-10 09:04:11,RGSVW,1RBTZ,CA,3FS 761,78UQA,2018-05-10 11:51:50
L3O4K,20.10,2018-05-11 09:35:58,2018-05-11 14:50:23,YEZ0K,PUNDM,CA,5-40561O,E2F4D,2018-05-11 18:32:10
TYCCJ,13.14,2018-05-11 11:42:47,2018-05-11 13:16:37,X9L36,D9EVU,IN,LPA 381,X52OV,2018-05-11 18:08:00
Q756A,105.68,2018-05-11 23:55:57,,3NNF7,5XRCJ,CA,N 414858,UTTGU,2018-05-12 04:16:08
J0N96,4.84,2018-05-12 00:50:47,2018-05-12 02:02:49,EGCJL,5IIYT,CA,N82-73L,BMHTG,2018-05-12 05:36:18
DMYHB,21.85,2018-05-12 05:09:36,,0TOKI,2PUAK,CA,SW5 2841,717T9,2018-05-12 07:45:11
I7GN4,20.21,2018-05-12 05:54:56,,XT38Z,BECT8,CA,VO4 6173,1M1KC,2018-05-12 07:53:05
TDDUV,216.23,2018-05-12 11:00:53,2018-05-12 15:21:12,O7AB6,0Y5OX,CA,4CU19,7N4UM,2018-05-12 19:31:17
WBTS4,9.42,2018-05-12 21:07:55,2018-05-12 21:34:18,G3QMM,C9KK8,AR,QVK 138,1O3SE,2018-05-12 22:26:48
BQPBC,12.08,2018-05-13 05:28:19,2018-05-13 08:22:27,26LV3,6U497,CA,4B 91212,AULSB,2018-05-13 12:09:55
TPYE5,12.55,2018-05-13 15:14:27,,GUSJG,FW704,HI,LYE-1864,B7XOX,2018-05-13 19:34:53
YZVN9,101.00,2018-05-13 16:21:46,2018-05-13 18:10:05,Q1QAU,2DAER,VA,7E 0Q1JEH,CGNL1,2018-05-13 20:51:57
72UWS,5.62,2018-05-13 16:38:23,2018-05-13 19:25:48,JGR1Q,2DAER,ND,KK 63764,CGNL1,2018-05-13 23:48:03
5DDJD,59.74,2018-05-14 01:52:01,2018-05-14 05:17:49,H529K,SMBS5,CA,0C M0438,ZU9IP,2018-05-14 08:13:12
BKXIB,83.17,2018-05-14 12:06:09,2018-05-14 15:34:08,33QBI,YHZ34,MA,CIO7338,P4TYX,2018-05-14 16:23:04
ZFD26,182.31,2018-05-14 15:45:21,2018-05-14 20:14:54,442J9,CBJVC,CA,43Q L30,M77DZ,2018-05-14 21:36:51
SAOZN,11.70,2018-05-14 16:59:57,2018-05-14 17:14:31,4IOJU,OTJ8K,CA,9-G4649,2AKCB,2018-05-14 20:21:48
QQ0OX,6.51,2018-05-14 20:11:04,,BRACZ,CNPV2,CA,47M•101,TG6R5,2018-05-14 23:06:58
536TM,5.10,2018-05-14 22:31:48,2018-05-15 01:28:29,55GU7,EQS4S,NE,OCC 225,596YT,2018-05-15 04:03:51
M2OIA,24.63,2018-05-15 03:53:44,,UEO2V,AZJ9T,CA,9EPO349,S6WJO,2018-05-15 11:42:59
125PT,87.06,2018-05-15 12:35:26,,JST9C,GJWYN,CA,658-QIQI,0HKZ3,2018-05-15 20:54:06
PV57G,66.15,2018-05-15 12:55:23,2018-05-15 16:14:15,OQWJM,U6JMO,CA,6F 5F2LJF,SG708,2018-05-15 18:23:02
M5Q0J,8.05,2018-05-15 13:14:48,2018-05-15 18:06:16,X0N0D,26CVS,CA,48P QD3,2K77Q,2018-05-15 23:57:19
RQNAO,50.88,2018-05-16 00:19:59,2018-05-16 05:10:22,LP6GT,QOXHG,CA,4DCL989,7SDSK,2018-05-16 06:24:12
NVLON,20.58,2018-05-16 04:50:03,,8EF39,FXX0B,UT,MBA 955,XSFYQ,2018-05-16 14:38:23
DFV5H,13.70,2018-05-16 08:50:21,,86RDZ,92KQS,ID,796 WU1,3XUGZ,2018-05-16 16:30:50
NB810,11.27,2018-05-16 12:34:06,,Z9Y8S,CU0NU,CA,LXM 394,P6OR7,2018-05-16 20:19:03
PXTCI,49.70,2018-05-17 04:47:35,2018-05-17 06:42:48,09UDO,37JFY,SD,28O BI2,XV82A,2018-05-17 12:11:52
S7PQV,20.55,2018-05-17 07:27:09,2018-05-17 11:36:28,GL67M,OKNGF,CA,102 RLS,9WUOO,2018-05-17 13:49:04
CJQ26,73.34,2018-05-17 14:16:10,2018-05-17 16:37:55,12JQD,1BYHY,VT,T34 2NC,17KE2,2018-05-17 16:40:12
EYZL4,20.30,2018-05-18 11:17:43,2018-05-18 15:39:52,9ZU8C,1TMXQ,CA,888 EPS,49TNX,2018-05-18 17:12:41
31J8U,31.68,2018-05-18 22:11:28,2018-05-19 02:43:51,KMD2W,SF3PY,MN,HCM 409,0N43T,2018-05-19 03:15:12
VZQY9,33.88,2018-05-19 01:54:51,,YSM72,GXNJS,CA,514 BHJ,D3O18,2018-05-19 08:35:53
VR8X3,297.00,2018-05-19 05:29:44,,Y86VC,D53L3,CA,2EZ42,UNGSN,2018-05-19 11:49:12
LV1CZ,41.85,2018-05-20 15:29:13,,3SDRH,N95L4,CA,N41 3QU,WEUEN,2018-05-21 01:24:32
D746A,109.19,2018-05-20 15:57:12,2018-05-20 17:11:15,IFH1O,59IDX,CA,PTR-654,2TM62,2018-05-20 22:21:35
LZ2CV,27.27,2018-05-20 20:21:56,2018-05-20 21:53:39,9N9ZZ,C5XTQ,CA,SD-5556,EFZC1,2018-05-20 23:57:45
50M0F,82.15,2018-05-20 22:45:37,,MTKPO,Y2A63,MI,815RO,Q1LI3,2018-05-21 04:55:01
LN1G7,24.85,2018-05-21 00:03:23,,XW3N6,KB8R8,UT,CB2 1717,J30MG,2018-05-21 07:05:27
SW00U,19.80,2018-05-21 03:26:38,,PS63F,G80XK,CA,6DU 245,KGVM4,2018-05-21 12:21:32
3TIMJ,15.55,2018-05-21 08:19:57,2018-05-21 09:05:22,J79RC,KB3CZ,CA,T60 5DQ,IY7DV,2018-05-21 10:56:03
A63YO,96.21,2018-05-21 10:09:13,2018-05-21 14:14:48,QZP77,GU88F,CA,590 8271,HXUP6,2018-05-21 17:19:27
N0QM8,14.76,2018-05-21 14:13:14,,9LNGA,8PS1L,OR,CLG-086,M77DZ,2018-05-21 16:58:45
ED8YQ,134.67,2018-05-21 18:50:23,2018-05-21 21:39:52,7MVX1,1BYHY,CA,6-66145P,17KE2,2018-05-22 01:03:36
FI4V8,41.66,2018-05-22 01:23:12,2018-05-22 06:36:10,CSW31,2KFTE,CA,TQI X84,FK2B5,2018-05-22 09:23:38
TEVB3,14.11,2018-05-22 01:34:38,,3NRG2,DRV2O,TN,S72 8UA,ZGBW2,2018-05-22 05:17:51
VCCED,31.74,2018-05-22 06:37:52,2018-05-22 08:19:28,DM1R0,OVU9W,CA,0NET371,I77FZ,2018-05-22 11:05:49
K43RY,19.47,2018-05-22 07:52:40,,JVN1X,B64DW,UT,PYU 295,BOMU1,2018-05-22 12:38:22
LKPIF,50.88,2018-05-22 21:30:59,2018-05-23 00:25:54,GIQUG,NRW96,CA,080-YAG,QOJK3,2018-05-23 03:36:53
K8GAH,2.23,2018-05-23 02:03:46,2018-05-23 02:56:31,15J08,7LRLH,CA,6DQ 314,XGW8A,2018-05-23 04:44:17
0Z55U,28.30,2018-05-23 03:41:44,2018-05-23 06:06:22,53FDO,JJCOW,CA,395-UBC,SZI3N,2018-05-23 06:23:00
VRS9Q,38.72,2018-05-23 06:35:29,2018-05-23 08:05:38,126DV,0IBLC,CA,J63-SIR,SCPDY,2018-05-23 10:39:16
U1P0A,4.95,2018-05-23 12:20:24,,H2O2Z,TTGHF,AL,710-IKH,N4JNH,2018-05-23 16:24:28
15OTA,2.97,2018-05-23 22:57:07,2018-05-24 01:49:11,A91V1,FGYNW,CA,JN 7770,7ASSJ,2018-05-24 05:52:50
P3WYP,7.89,2018-05-24 00:09:12,,E9T78,YSKJW,MD,BRI-0487,QTB4W,2018-05-24 06:44:17
3F0OQ,154.76,2018-05-24 05:48:05,2018-05-24 11:34:57,4CD2W,8CVTK,CA,881 KYX,3PQ8F,2018-05-24 11:35:59
IXHZG,76.92,2018-05-24 09:27:56,2018-05-24 14:46:55,RQCXT,LWBDM,CA,OTN 084,T9O52,2018-05-24 19:36:04
A6ZLB,149.60,2018-05-24 11:12:25,,01DR9,SQYYD,CA,28J 0099,3L5CM,2018-05-24 13:15:59
M91Z9,521.28,2018-05-24 14:18:12,2018-05-24 19:26:16,4FEHS,3CMJ3,CA,DZ 3895,YLPSD,2018-05-24 23:08:45
PWURB,43.82,2018-05-24 19:48:32,2018-05-24 20:59:42,8CVTK,HW29B,CA,V83-FJP,1U31K,2018-05-25 02:13:48
JE2Z2,48.50,2018-05-24 19:49:13,,C5S06,UGJ9B,NE,94K 8095,WTMYV,2018-05-24 23:00:16
ZQ84L,25.04,2018-05-24 23:45:24,2018-05-25 02:18:01,U6FGU,8BLOK,MD,103L,OO0E6,2018-05-25 06:50:09
WRVI7,41.34,2018-05-25 12:00:13,2018-05-25 14:18:03,25ZTM,JCSN0,TN,467 DOY,PXQ0C,2018-05-25 15:02:30
9YMXZ,7.04,2018-05-25 20:55:04,2018-05-25 22:09:23,T6YDW,9R28N,CA,80W•998,OK01O,2018-05-26 03:29:23
1X7MZ,99.30,2018-05-25 22:07:11,,XVAT2,RZOPE,CA,662Y1,IY7DV,2018-05-26 00:48:44
PP9MT,48.81,2018-05-26 08:37:32,2018-05-26 14:32:02,KYNVG,GUK5T,TN,S72 8UA,FIY4K,2018-05-26 17:03:55
YBII7,97.38,2018-05-26 09:20:20,2018-05-26 11:05:31,O139N,W90RP,ND,YJC 261,FX0RG,2018-05-26 13:37:37
5NRQS,40.23,2018-05-26 09:52:58,,NYAW7,XM645,CA,MTE 174,NQCTF,2018-05-26 16:21:13
NY81A,0.99,2018-05-26 16:47:34,,VM8U0,NQ84J,MS,979-LRN,D3O18,2018-05-26 19:13:14
J3C92,1.98,2018-05-27 00:13:24,2018-05-27 00:22:12,Y5S1L,3HXMS,AK,898-KYL,70GOX,2018-05-27 06:21:22
JV3QT,104.94,2018-05-27 01:18:45,,MHXU7,BQHN5,NM,27-0530L,HWXUV,2018-05-27 09:36:43
V8KFY,10.76,2018-05-27 01:29:27,,YQ9UC,3UYX3,CA,OP-9664,FIY4K,2018-05-27 04:09:59
1VV9Z,46.04,2018-05-27 01:38:17,,FGYNW,HC5BE,CA,6P IB051,D4HJY,2018-05-27 09:10:27
7JCCQ,5.86,2018-05-27 02:01:47,2018-05-27 04:21:11,YVQRE,3KPKZ,CA,URU 163,YSYH8,2018-05-27 08:27:24
U2LUQ,38.70,2018-05-27 08:41:54,,CRFG5,E27EG,CA,838-BPJ,CAX0E,2018-05-27 16:04:00
EOXPO,9.84,2018-05-27 14:12:43,2018-05-27 17:14:23,XQKMB,LPT1R,CA,2V TT128,N5V0S,2018-05-27 18:01:47
TG5S9,21.15,2018-05-27 18:53:37,2018-05-27 21:58:05,3ROM7,ZHL7U,CA,7YP0476,YP8DM,2018-05-28 00:26:48
6IWHS,63.38,2018-05-27 21:24:06,,DSTK3,1IVOT,CA,XHI 752,I70TD,2018-05-28 05:44:16
A010Z,10.52,2018-05-28 07:57:17,,W35U4,EINLV,CA,RT-0855,DV8C3,2018-05-28 08:39:13
94CZ3,16.34,2018-05-28 15:14:49,,EFXQM,R5Z9M,LA,57HR982,3HM75,2018-05-28 21:08:22
1AWTS,19.70,2018-05-28 21:24:30,2018-05-29 00:29:32,DSV00,7NH4D,AZ,4V403,6CH7I,2018-05-29 00:34:18
6698U,73.17,2018-05-29 04:34:40,,KY3CK,5WURH,CA,ZCW-8183,8J54U,2018-05-29 10:16:38
28RHI,27.32,2018-05-29 09:11:54,,9TBC0,LWBDM,SD,D52 5FU,74JM7,2018-05-29 11:49:40
VZB17,54.69,2018-05-29 19:51:35,,72AVO,OTJ8K,CA,83T S22,2AKCB,2018-05-30 04:35:09
APFUM,6.10,2018-05-30 07:51:36,,1MQ2Y,LYJMG,CA,131 UTL,1NXB6,2018-05-30 11:55:04
ZJZC4,21.21,2018-05-30 20:25:40,,225AC,QEEUO,CA,MNG 240,QTB4W,2018-05-31 02:06:21
96R51,96.79,2018-05-30 22:34:11,2018-05-31 01:25:11,T0EDD,YUFGV,CA,038 QQB,IY7DV,2018-05-31 05:00:55
OH46H,21.93,2018-05-31 01:40:27,2018-05-31 04:40:28,6GNWQ,DHT4W,NM,18B•658,UYQ5A,2018-05-31 07:47:57
YK883,37.71,2018-05-31 08:08:25,,9LNGA,V7XH3,OR,CLG-086,WEUEN,2018-05-31 13:52:19
C5FD1,53.46,2018-05-31 09:05:22,2018-05-31 12:00:03,P7GTN,R9HR3,CA,VEI-3682,G626N,2018-05-31 13:37:45
S42WX,82.40,2018-05-31 12:59:52,,TGF0O,EBDHF,CA,UFO 667,GBNTS,2018-05-31 22:45:13
JJCXH,71.10,2018-05-31 13:52:00,2018-05-31 14:45:40,BRX05,AVLMD,MT,83-T802,BNDY3,2018-05-31 19:44:11
T98F8,36.52,2018-06-01 02:08:51,2018-06-01 03:59:33,NLXE6,7RVJN,CA,164 1UG,ZLYE6,2018-06-01 07:28:54
F2N9X,193.08,2018-06-01 04:23:13,,TUKDI,UI4D6,CA,ZWW 591,7ZMG0,2018-06-01 10:20:14
AAPXM,7.26,2018-06-01 11:06:35,2018-06-01 15:19:46,MXQDW,CPQEB,AK,462-HNM,I1LKN,2018-06-01 17:45:48
PIP48,106.32,2018-06-01 18:05:19,2018-06-01 20:08:46,VMSXU,225AC,CA,571RV,OQVXB,2018-06-02 01:26:46
JK6TI,10.68,2018-06-02 05:47:26,,FECS9,EGXWH,CA,483UGA,B7XOX,2018-06-02 11:27:57
KY5T8,105.48,2018-06-02 07:45:10,,6YGC3,F3VXL,RI,810 PI8,0BJDN,2018-06-02 16:36:33
NYTOM,23.76,2018-06-02 14:15:16,,QJSUP,5IIYT,CA,4JXM928,E5SJO,2018-06-03 00:32:01
T93QF,18.24,2018-06-02 14:50:16,2018-06-02 15:02:11,HDIZT,BBU3I,CA,EUU-683,I4R4M,2018-06-02 20:06:42
660JL,12.08,2018-06-03 00:21:10,2018-06-03 05:19:42,4J8OR,DLM16,CA,MUM 497,GBNTS,2018-06-03 09:42:14
IN5K2,45.18,2018-06-03 01:54:39,2018-06-03 02:25:58,I4DG5,BUIDR,CA,JY 71606,7O7TI,2018-06-03 06:41:17
JBRGM,10.28,2018-06-03 12:11:46,2018-06-03 17:43:44,PGK5E,53JXE,DE,85WH908,RZFLW,2018-06-03 20:42:22
RU7HD,90.95,2018-06-03 16:10:26,,FUFJN,04H5M,CA,059-TXCL,H6IY1,2018-06-03 21:38:07
EI9ZH,46.32,2018-06-03 19:16:41,2018-06-03 23:05:05,JAWDY,F3VXL,CA,HLO 579,0BJDN,2018-06-04 03:17:53
ERS3C,27.73,2018-06-03 21:08:22,2018-06-03 23:47:48,WC9R5,2445R,CA,257 PHA,CGNL1,2018-06-04 01:14:54
UJ9XB,6.93,2018-06-04 08:59:35,,HZR9U,97OQ0,KS,56BF601,XV82A,2018-06-04 14:55:46
0YZXJ,4.95,2018-06-04 23:00:36,2018-06-05 04:11:58,054AW,RHSD1,CA,YQG-477,X17J6,2018-06-05 07:14:00
OCG8A,12.25,2018-06-05 07:50:49,2018-06-05 11:18:01,VDCQO,NJ1VR,CA,734 GLG,36BGX,2018-06-05 15:42:25
VMQ72,151.23,2018-06-05 10:27:39,2018-06-05 14:55:44,12WMV,IRSEU,CA,CDZ 567,T7VTK,2018-06-05 18:15:22
KJW3O,273.47,2018-06-05 11:59:05,2018-06-05 12:53:12,WZNB4,IIN44,CA,5MR 216,O8P7C,2018-06-05 14:30:12
1FMCW,28.20,2018-06-05 15:18:59,2018-06-05 17:04:51,2IJQ0,L9X7F,GA,857 RFA,6UMFQ,2018-06-05 17:45:57
3W4G2,11.30,2018-06-05 18:25:43,,8GYT9,3MODL,CA,Q 075191,RW80G,2018-06-05 22:44:43
1MK11,7.48,2018-06-05 23:13:41,,4SEDM,QMOR0,CA,TC-4703,3SYPO,2018-06-06 00:54:33
1TO64,57.09,2018-06-06 04:39:04,,X4ORP,QPU8U,CA,8-20586,3S8EB,2018-06-06 14:35:26
92OMO,16.02,2018-06-06 07:26:42,,N8L9L,763SO,KS,9-54566,VK7PW,2018-06-06 13:26:04
RDDI0,227.95,2018-06-06 08:34:10,,IH0LN,PJ84C,CA,2-0358D,BNDY3,2018-06-06 15:20:26
PSOU4,42.16,2018-06-07 03:32:48,,S6IZN,T39YV,CA,149-LQUV,SZI3N,2018-06-07 08:12:17
ZEWDE,109.40,2018-06-07 03:37:03,,0XPKD,13W4B,MN,VNX 8215,14VAS,2018-06-07 08:49:22
IKGIM,7.83,2018-06-07 04:10:57,2018-06-07 05:04:47,IYPRV,NQ93S,CA,822AVF,XV82A,2018-06-07 09:38:24
HO3ZQ,14.36,2018-06-07 05:15:51,2018-06-07 08:49:57,YGVB3,CBJVC,CA,205-LIW,M77DZ,2018-06-07 14:36:00
TPLL2,165.44,2018-06-07 11:51:36,2018-06-07 15:16:37,9RV8N,E7ZIX,AZ,WQE 312,6D1CD,2018-06-07 16:46:14
BS86S,14.68,2018-06-07 13:49:11,2018-06-07 13:55:58,ARHUV,ROZ39,IN,55W 166,3T1TP,2018-06-07 14:39:53
1T4W9,64.44,2018-06-07 18:41:26,2018-06-07 19:15:25,YTZHN,QXM28,ID,JEF 364,VDV4X,2018-06-07 19:26:04
2F78K,26.11,2018-06-07 19:21:58,,113P1,001PR,CA,ZUO 658,WJ3DD,2018-06-08 00:44:39
NMH6I,23.88,2018-06-07 23:45:37,2018-06-08 00:57:08,P5BVW,Y6A6U,CA,0A 1671H,K7GAU,2018-06-08 02:53:36
JPWG4,22.19,2018-06-08 17:17:40,2018-06-08 19:30:03,YGHX3,Q94DA,CA,774-QKJ,OVSIS,2018-06-09 00:22:16
R9LJM,92.30,2018-06-08 19:35:08,,19M5E,P7GNB,CA,204 OQA,TUO27,2018-06-09 03:10:29
YK1PE,41.26,2018-06-09 06:26:59,2018-06-09 12:19:58,V8GO4,HDSGS,CA,432 GMX,74JM7,2018-06-09 14:32:51
W7778,21.48,2018-06-09 09:32:19,,HMYF3,QNBDK,CA,NNI F33,B5XT7,2018-06-09 11:55:10
96LGY,4.30,2018-06-09 15:11:32,,SYJWV,QEEUO,CO,320 1AD,QTB4W,2018-06-09 20:42:44
VWS0Y,35.58,2018-06-09 15:42:46,2018-06-09 21:19:19,FQ1XM,HOQA8,CA,8-14260,P6FQ1,2018-06-10 02:54:27
36G0U,36.64,2018-06-10 04:16:59,2018-06-10 08:02:31,XW63S,0GW2Q,CA,CLC 603,5ORB8,2018-06-10 12:18:11
6P542,48.70,2018-06-10 05:18:28,2018-06-10 07:15:29,PVYGF,LDCXZ,CA,946 QJL,A6K1H,2018-06-10 08:38:47
F8JNA,8.37,2018-06-10 06:28:05,2018-06-10 10:14:47,9S1EY,CPR6M,CA,060 NIY,12XXK,2018-06-10 14:15:41
8O8FK,9.90,2018-06-10 09:48:57,2018-06-10 11:54:15,0JPK8,2L86Q,NV,VLY 710,YEG9C,2018-06-10 12:02:02
KD626,43.43,2018-06-10 14:55:50,2018-06-10 19:08:13,2DAER,8D763,WA,4P 9591E,G29KT,2018-06-10 21:18:18
BM5GQ,27.00,2018-06-10 17:13:20,2018-06-10 21:45:24,CZF44,ZTN0U,DC,85C 704,FNJXE,2018-06-10 21:59:39
NN8S3,37.04,2018-06-10 22:20:52,2018-06-10 23:56:31,H6WXQ,103IX,NY,857 IVN,ZNOFW,2018-06-11 04:19:08
EUGVO,2.40,2018-06-11 01:30:15,2018-06-11 02:39:43,3NNF7,ROZ39,CA,N 414858,3T1TP,2018-06-11 07:03:44
SKI93,38.13,2018-06-11 11:18:04,,U8NCL,Y4QGH,AZ,V73 2OZ,CF4HY,2018-06-11 15:56:45
DIY7S,50.80,2018-06-11 20:34:53,2018-06-11 21:44:41,IE6W8,18CPE,IL,3ME 362,CD9S9,2018-06-11 23:43:56
AXVZD,32.13,2018-06-12 07:26:15,,391TA,J4V73,CA,212-YOD,HD3J9,2018-06-12 17:38:49
CFS25,92.73,2018-06-12 11:07:18,2018-06-12 15:08:20,F36CZ,9TPRV,CA,76DB0,2YR0H,2018-06-12 19:15:19
Y7TV9,13.68,2018-06-12 17:19:17,2018-06-12 19:47:05,BTVTB,K3UZB,CA,790-TQD,J3JKM,2018-06-12 23:56:17
67F5D,19.36,2018-06-13 03:50:27,,TWAG1,7RVJN,AL,HSU 065,ZLYE6,2018-06-13 11:40:26
86GUQ,40.20,2018-06-13 04:27:59,2018-06-13 07:59:10,USOFP,TYTXT,AR,BE0 2875,P8OG7,2018-06-13 12:26:38
